REGION,FUEL,YEAR,VALUE
REGION1,TRALPG,2020,2.66
REGION1,TRANGS,2020,1.8
REGION1,URN,2020,0
REGION1,WND,2020,0
REGION1,WTREVTBC1,2020,0
REGION1,WTRGRCBC1,2020,0
REGION1,WTRPRCBC1,2020,0
REGION1,WTRSURBC1,2020,0
REGION1,AGRDSL,2021,15.618
REGION1,AGRELCB02,2021,0
REGION1,AGRNGS,2021,0
REGION1,AGRWATBC1,2021,0
REGION1,BIO,2021,0
REGION1,COA,2021,0
REGION1,COMBIO,2021,0.17
REGION1,COMELCB02,2021,0
REGION1,COMKER,2021,10.8
REGION1,COMNGS,2021,84.1
REGION1,CRPALF,2021,1.435
REGION1,CRPBAR,2021,0.059
REGION1,CRPMAI,2021,0.601
REGION1,CRPOAT,2021,0.067
REGION1,CRPOTH,2021,0.309
REGION1,CRPPEA,2021,0.031
REGION1,CRPPTW,2021,0.00011
REGION1,CRPRAP,2021,0.083
REGION1,CRPRYE,2021,0.0027
REGION1,CRPWHE,2021,0.078
REGION1,CRU,2021,0
REGION1,DSL,2021,0
REGION1,ELCB01,2021,0
REGION1,ELCB02,2021,0
REGION1,GEO,2021,0
REGION1,GSL,2021,0
REGION1,HFO,2021,0
REGION1,HYD,2021,0
REGION1,INDBIO,2021,160.69
REGION1,INDDSL,2021,108.13
REGION1,INDELCB02,2021,0
REGION1,INDNGS,2021,219.32
REGION1,JFL,2021,0
REGION1,KER,2021,0
REGION1,LALFHIBC1,2021,0
REGION1,LALFHRBC1,2021,0
REGION1,LALFIIBC1,2021,0
REGION1,LALFIRBC1,2021,0
REGION1,LALFLRBC1,2021,0
REGION1,LBARBC1,2021,0
REGION1,LBC1,2021,0
REGION1,LBLTBC1,2021,0
REGION1,LBRLHIBC1,2021,0
REGION1,LBRLHRBC1,2021,0
REGION1,LBRLIIBC1,2021,0
REGION1,LBRLIRBC1,2021,0
REGION1,LBRLLRBC1,2021,0
REGION1,LFORBC1,2021,0
REGION1,LGRSBC1,2021,0
REGION1,LMAIHIBC1,2021,0
REGION1,LMAIHRBC1,2021,0
REGION1,LMAIIIBC1,2021,0
REGION1,LMAIIRBC1,2021,0
REGION1,LMAILRBC1,2021,0
REGION1,LND4PWR,2021,3.7296
REGION1,LOATHIBC1,2021,0
REGION1,LOATHRBC1,2021,0
REGION1,LOATIIBC1,2021,0
REGION1,LOATIRBC1,2021,0
REGION1,LOATLRBC1,2021,0
REGION1,LOTHBC1,2021,0
REGION1,LOTHHIBC1,2021,0
REGION1,LOTHHRBC1,2021,0
REGION1,LOTHIIBC1,2021,0
REGION1,LOTHIRBC1,2021,0
REGION1,LOTHLRBC1,2021,0
REGION1,LPEAHIBC1,2021,0
REGION1,LPEAHRBC1,2021,0
REGION1,LPEAIIBC1,2021,0
REGION1,LPEAIRBC1,2021,0
REGION1,LPEALRBC1,2021,0
REGION1,LPG,2021,0
REGION1,LPTWHIBC1,2021,0
REGION1,LPTWHRBC1,2021,0
REGION1,LPTWIIBC1,2021,0
REGION1,LPTWIRBC1,2021,0
REGION1,LPTWLRBC1,2021,0
REGION1,LRAPHIBC1,2021,0
REGION1,LRAPHRBC1,2021,0
REGION1,LRAPIIBC1,2021,0
REGION1,LRAPIRBC1,2021,0
REGION1,LRAPLRBC1,2021,0
REGION1,LRYEHIBC1,2021,0
REGION1,LRYEHRBC1,2021,0
REGION1,LRYEIIBC1,2021,0
REGION1,LRYEIRBC1,2021,0
REGION1,LRYELRBC1,2021,0
REGION1,LWATBC1,2021,0
REGION1,LWHEHIBC1,2021,0
REGION1,LWHEHRBC1,2021,0
REGION1,LWHEIIBC1,2021,0
REGION1,LWHEIRBC1,2021,0
REGION1,LWHELRBC1,2021,0
REGION1,NGS,2021,0
REGION1,PUBWATBC1,2021,0.86
REGION1,PWRBIO,2021,0
REGION1,PWRGEO,2021,0
REGION1,PWRHYD,2021,0
REGION1,PWRNGS,2021,0
REGION1,PWRSOL,2021,0
REGION1,PWRURN,2021,0
REGION1,PWRWATBC1,2021,0
REGION1,PWRWND,2021,0
REGION1,RESBIO,2021,13.23
REGION1,RESELCB02,2021,0
REGION1,RESKER,2021,0.85
REGION1,RESNGS,2021,83.29
REGION1,SOL,2021,0
REGION1,TRABIO,2021,23
REGION1,TRADSL,2021,97.58
REGION1,TRAELCB02,2021,0
REGION1,TRAGSL,2021,150.89
REGION1,TRAHFO,2021,10.45
REGION1,TRAJFL,2021,38.89
REGION1,TRALPG,2021,2.72
REGION1,TRANGS,2021,2.04
REGION1,URN,2021,0
REGION1,WND,2021,0
REGION1,WTREVTBC1,2021,0
REGION1,WTRGRCBC1,2021,0
REGION1,WTRPRCBC1,2021,0
REGION1,WTRSURBC1,2021,0
REGION1,AGRDSL,2022,16.267
REGION1,AGRELCB02,2022,0
REGION1,AGRNGS,2022,0
REGION1,AGRWATBC1,2022,0
REGION1,BIO,2022,0
REGION1,COA,2022,0
REGION1,COMBIO,2022,0.22
REGION1,COMELCB02,2022,0
REGION1,COMKER,2022,11
REGION1,COMNGS,2022,84.04
REGION1,CRPALF,2022,1.436
REGION1,CRPBAR,2022,0.064
REGION1,CRPMAI,2022,0.59
REGION1,CRPOAT,2022,0.068
REGION1,CRPOTH,2022,0.312
REGION1,CRPPEA,2022,0.033
REGION1,CRPPTW,2022,0.00011
REGION1,CRPRAP,2022,0.084
REGION1,CRPRYE,2022,0.0025
REGION1,CRPWHE,2022,0.079
REGION1,CRU,2022,0
REGION1,DSL,2022,0
REGION1,ELCB01,2022,0
REGION1,ELCB02,2022,0
REGION1,GEO,2022,0
REGION1,GSL,2022,0
REGION1,HFO,2022,0
REGION1,HYD,2022,0
REGION1,INDBIO,2022,161.12
REGION1,INDDSL,2022,107.38
REGION1,INDELCB02,2022,0
REGION1,INDNGS,2022,213.92
REGION1,JFL,2022,0
REGION1,KER,2022,0
REGION1,LALFHIBC1,2022,0
REGION1,LALFHRBC1,2022,0
REGION1,LALFIIBC1,2022,0
REGION1,LALFIRBC1,2022,0
REGION1,LALFLRBC1,2022,0
REGION1,LBARBC1,2022,0
REGION1,LBC1,2022,0
REGION1,LBLTBC1,2022,0
REGION1,LBRLHIBC1,2022,0
REGION1,LBRLHRBC1,2022,0
REGION1,LBRLIIBC1,2022,0
REGION1,LBRLIRBC1,2022,0
REGION1,LBRLLRBC1,2022,0
REGION1,LFORBC1,2022,0
REGION1,LGRSBC1,2022,0
REGION1,LMAIHIBC1,2022,0
REGION1,LMAIHRBC1,2022,0
REGION1,LMAIIIBC1,2022,0
REGION1,LMAIIRBC1,2022,0
REGION1,LMAILRBC1,2022,0
REGION1,LND4PWR,2022,3.7706
REGION1,LOATHIBC1,2022,0
REGION1,LOATHRBC1,2022,0
REGION1,LOATIIBC1,2022,0
REGION1,LOATIRBC1,2022,0
REGION1,LOATLRBC1,2022,0
REGION1,LOTHBC1,2022,0
REGION1,LOTHHIBC1,2022,0
REGION1,LOTHHRBC1,2022,0
REGION1,LOTHIIBC1,2022,0
REGION1,LOTHIRBC1,2022,0
REGION1,LOTHLRBC1,2022,0
REGION1,LPEAHIBC1,2022,0
REGION1,LPEAHRBC1,2022,0
REGION1,LPEAIIBC1,2022,0
REGION1,LPEAIRBC1,2022,0
REGION1,LPEALRBC1,2022,0
REGION1,LPG,2022,0
REGION1,LPTWHIBC1,2022,0
REGION1,LPTWHRBC1,2022,0
REGION1,LPTWIIBC1,2022,0
REGION1,LPTWIRBC1,2022,0
REGION1,LPTWLRBC1,2022,0
REGION1,LRAPHIBC1,2022,0
REGION1,LRAPHRBC1,2022,0
REGION1,LRAPIIBC1,2022,0
REGION1,LRAPIRBC1,2022,0
REGION1,LRAPLRBC1,2022,0
REGION1,LRYEHIBC1,2022,0
REGION1,LRYEHRBC1,2022,0
REGION1,LRYEIIBC1,2022,0
REGION1,LRYEIRBC1,2022,0
REGION1,LRYELRBC1,2022,0
REGION1,LWATBC1,2022,0
REGION1,LWHEHIBC1,2022,0
REGION1,LWHEHRBC1,2022,0
REGION1,LWHEIIBC1,2022,0
REGION1,LWHEIRBC1,2022,0
REGION1,LWHELRBC1,2022,0
REGION1,NGS,2022,0
REGION1,PUBWATBC1,2022,0.86
REGION1,PWRBIO,2022,0
REGION1,PWRGEO,2022,0
REGION1,PWRHYD,2022,0
REGION1,PWRNGS,2022,0
REGION1,PWRSOL,2022,0
REGION1,PWRURN,2022,0
REGION1,PWRWATBC1,2022,0
REGION1,PWRWND,2022,0
REGION1,RESBIO,2022,13.45
REGION1,RESELCB02,2022,0
REGION1,RESKER,2022,0.86
REGION1,RESNGS,2022,84.55
REGION1,SOL,2022,0
REGION1,TRABIO,2022,22.67
REGION1,TRADSL,2022,96.06
REGION1,TRAELCB02,2022,0
REGION1,TRAGSL,2022,148.2
REGION1,TRAHFO,2022,10.2
REGION1,TRAJFL,2022,38.61
REGION1,TRALPG,2022,2.79
REGION1,TRANGS,2022,2.6
REGION1,URN,2022,0
REGION1,WND,2022,0
REGION1,WTREVTBC1,2022,0
REGION1,WTRGRCBC1,2022,0
REGION1,WTRPRCBC1,2022,0
REGION1,WTRSURBC1,2022,0
REGION1,AGRDSL,2023,16.652
REGION1,AGRELCB02,2023,0
REGION1,AGRNGS,2023,0
REGION1,AGRWATBC1,2023,0
REGION1,BIO,2023,0
REGION1,COA,2023,0
REGION1,COMBIO,2023,0.26
REGION1,COMELCB02,2023,0
REGION1,COMKER,2023,11.17
REGION1,COMNGS,2023,84.11
REGION1,CRPALF,2023,1.438
REGION1,CRPBAR,2023,0.07
REGION1,CRPMAI,2023,0.604
REGION1,CRPOAT,2023,0.069
REGION1,CRPOTH,2023,0.315
REGION1,CRPPEA,2023,0.034
REGION1,CRPPTW,2023,0.00012
REGION1,CRPRAP,2023,0.086
REGION1,CRPRYE,2023,0.0025
REGION1,CRPWHE,2023,0.08
REGION1,CRU,2023,0
REGION1,DSL,2023,0
REGION1,ELCB01,2023,0
REGION1,ELCB02,2023,0
REGION1,GEO,2023,0
REGION1,GSL,2023,0
REGION1,HFO,2023,0
REGION1,HYD,2023,0
REGION1,INDBIO,2023,161.83
REGION1,INDDSL,2023,106.95
REGION1,INDELCB02,2023,0
REGION1,INDNGS,2023,211.63
REGION1,JFL,2023,0
REGION1,KER,2023,0
REGION1,LALFHIBC1,2023,0
REGION1,LALFHRBC1,2023,0
REGION1,LALFIIBC1,2023,0
REGION1,LALFIRBC1,2023,0
REGION1,LALFLRBC1,2023,0
REGION1,LBARBC1,2023,0
REGION1,LBC1,2023,0
REGION1,LBLTBC1,2023,0
REGION1,LBRLHIBC1,2023,0
REGION1,LBRLHRBC1,2023,0
REGION1,LBRLIIBC1,2023,0
REGION1,LBRLIRBC1,2023,0
REGION1,LBRLLRBC1,2023,0
REGION1,LFORBC1,2023,0
REGION1,LGRSBC1,2023,0
REGION1,LMAIHIBC1,2023,0
REGION1,LMAIHRBC1,2023,0
REGION1,LMAIIIBC1,2023,0
REGION1,LMAIIRBC1,2023,0
REGION1,LMAILRBC1,2023,0
REGION1,LND4PWR,2023,3.8121
REGION1,LOATHIBC1,2023,0
REGION1,LOATHRBC1,2023,0
REGION1,LOATIIBC1,2023,0
REGION1,LOATIRBC1,2023,0
REGION1,LOATLRBC1,2023,0
REGION1,LOTHBC1,2023,0
REGION1,LOTHHIBC1,2023,0
REGION1,LOTHHRBC1,2023,0
REGION1,LOTHIIBC1,2023,0
REGION1,LOTHIRBC1,2023,0
REGION1,LOTHLRBC1,2023,0
REGION1,LPEAHIBC1,2023,0
REGION1,LPEAHRBC1,2023,0
REGION1,LPEAIIBC1,2023,0
REGION1,LPEAIRBC1,2023,0
REGION1,LPEALRBC1,2023,0
REGION1,LPG,2023,0
REGION1,LPTWHIBC1,2023,0
REGION1,LPTWHRBC1,2023,0
REGION1,LPTWIIBC1,2023,0
REGION1,LPTWIRBC1,2023,0
REGION1,LPTWLRBC1,2023,0
REGION1,LRAPHIBC1,2023,0
REGION1,LRAPHRBC1,2023,0
REGION1,LRAPIIBC1,2023,0
REGION1,LRAPIRBC1,2023,0
REGION1,LRAPLRBC1,2023,0
REGION1,LRYEHIBC1,2023,0
REGION1,LRYEHRBC1,2023,0
REGION1,LRYEIIBC1,2023,0
REGION1,LRYEIRBC1,2023,0
REGION1,LRYELRBC1,2023,0
REGION1,LWATBC1,2023,0
REGION1,LWHEHIBC1,2023,0
REGION1,LWHEHRBC1,2023,0
REGION1,LWHEIIBC1,2023,0
REGION1,LWHEIRBC1,2023,0
REGION1,LWHELRBC1,2023,0
REGION1,NGS,2023,0
REGION1,PUBWATBC1,2023,0.87
REGION1,PWRBIO,2023,0
REGION1,PWRGEO,2023,0
REGION1,PWRHYD,2023,0
REGION1,PWRNGS,2023,0
REGION1,PWRSOL,2023,0
REGION1,PWRURN,2023,0
REGION1,PWRWATBC1,2023,0
REGION1,PWRWND,2023,0
REGION1,RESBIO,2023,13.72
REGION1,RESELCB02,2023,0
REGION1,RESKER,2023,0.87
REGION1,RESNGS,2023,86.07
REGION1,SOL,2023,0
REGION1,TRABIO,2023,22.33
REGION1,TRADSL,2023,94.79
REGION1,TRAELCB02,2023,0
REGION1,TRAGSL,2023,145.36
REGION1,TRAHFO,2023,9.96
REGION1,TRAJFL,2023,38.53
REGION1,TRALPG,2023,2.86
REGION1,TRANGS,2023,2.86
REGION1,URN,2023,0
REGION1,WND,2023,0
REGION1,WTREVTBC1,2023,0
REGION1,WTRGRCBC1,2023,0
REGION1,WTRPRCBC1,2023,0
REGION1,WTRSURBC1,2023,0
REGION1,AGRDSL,2024,17.594
REGION1,AGRELCB02,2024,0
REGION1,AGRNGS,2024,0
REGION1,AGRWATBC1,2024,0
REGION1,BIO,2024,0
REGION1,COA,2024,0
REGION1,COMBIO,2024,0.31
REGION1,COMELCB02,2024,0
REGION1,COMKER,2024,11.33
REGION1,COMNGS,2024,84.63
REGION1,CRPALF,2024,1.44
REGION1,CRPBAR,2024,0.068
REGION1,CRPMAI,2024,0.613
REGION1,CRPOAT,2024,0.07
REGION1,CRPOTH,2024,0.32
REGION1,CRPPEA,2024,0.036
REGION1,CRPPTW,2024,0.00012
REGION1,CRPRAP,2024,0.088
REGION1,CRPRYE,2024,0.0024
REGION1,CRPWHE,2024,0.08
REGION1,CRU,2024,0
REGION1,DSL,2024,0
REGION1,ELCB01,2024,0
REGION1,ELCB02,2024,0
REGION1,GEO,2024,0
REGION1,GSL,2024,0
REGION1,HFO,2024,0
REGION1,HYD,2024,0
REGION1,INDBIO,2024,162.64
REGION1,INDDSL,2024,107.33
REGION1,INDELCB02,2024,0
REGION1,INDNGS,2024,221.34
REGION1,JFL,2024,0
REGION1,KER,2024,0
REGION1,LALFHIBC1,2024,0
REGION1,LALFHRBC1,2024,0
REGION1,LALFIIBC1,2024,0
REGION1,LALFIRBC1,2024,0
REGION1,LALFLRBC1,2024,0
REGION1,LBARBC1,2024,0
REGION1,LBC1,2024,0
REGION1,LBLTBC1,2024,0
REGION1,LBRLHIBC1,2024,0
REGION1,LBRLHRBC1,2024,0
REGION1,LBRLIIBC1,2024,0
REGION1,LBRLIRBC1,2024,0
REGION1,LBRLLRBC1,2024,0
REGION1,LFORBC1,2024,0
REGION1,LGRSBC1,2024,0
REGION1,LMAIHIBC1,2024,0
REGION1,LMAIHRBC1,2024,0
REGION1,LMAIIIBC1,2024,0
REGION1,LMAIIRBC1,2024,0
REGION1,LMAILRBC1,2024,0
REGION1,LND4PWR,2024,3.854
REGION1,LOATHIBC1,2024,0
REGION1,LOATHRBC1,2024,0
REGION1,LOATIIBC1,2024,0
REGION1,LOATIRBC1,2024,0
REGION1,LOATLRBC1,2024,0
REGION1,LOTHBC1,2024,0
REGION1,LOTHHIBC1,2024,0
REGION1,LOTHHRBC1,2024,0
REGION1,LOTHIIBC1,2024,0
REGION1,LOTHIRBC1,2024,0
REGION1,LOTHLRBC1,2024,0
REGION1,LPEAHIBC1,2024,0
REGION1,LPEAHRBC1,2024,0
REGION1,LPEAIIBC1,2024,0
REGION1,LPEAIRBC1,2024,0
REGION1,LPEALRBC1,2024,0
REGION1,LPG,2024,0
REGION1,LPTWHIBC1,2024,0
REGION1,LPTWHRBC1,2024,0
REGION1,LPTWIIBC1,2024,0
REGION1,LPTWIRBC1,2024,0
REGION1,LPTWLRBC1,2024,0
REGION1,LRAPHIBC1,2024,0
REGION1,LRAPHRBC1,2024,0
REGION1,LRAPIIBC1,2024,0
REGION1,LRAPIRBC1,2024,0
REGION1,LRAPLRBC1,2024,0
REGION1,LRYEHIBC1,2024,0
REGION1,LRYEHRBC1,2024,0
REGION1,LRYEIIBC1,2024,0
REGION1,LRYEIRBC1,2024,0
REGION1,LRYELRBC1,2024,0
REGION1,LWATBC1,2024,0
REGION1,LWHEHIBC1,2024,0
REGION1,LWHEHRBC1,2024,0
REGION1,LWHEIIBC1,2024,0
REGION1,LWHEIRBC1,2024,0
REGION1,LWHELRBC1,2024,0
REGION1,NGS,2024,0
REGION1,PUBWATBC1,2024,0.88
REGION1,PWRBIO,2024,0
REGION1,PWRGEO,2024,0
REGION1,PWRHYD,2024,0
REGION1,PWRNGS,2024,0
REGION1,PWRSOL,2024,0
REGION1,PWRURN,2024,0
REGION1,PWRWATBC1,2024,0
REGION1,PWRWND,2024,0
REGION1,RESBIO,2024,14
REGION1,RESELCB02,2024,0
REGION1,RESKER,2024,0.87
REGION1,RESNGS,2024,87.65
REGION1,SOL,2024,0
REGION1,TRABIO,2024,22.04
REGION1,TRADSL,2024,93.85
REGION1,TRAELCB02,2024,0
REGION1,TRAGSL,2024,142.73
REGION1,TRAHFO,2024,9.75
REGION1,TRAJFL,2024,38.73
REGION1,TRALPG,2024,2.91
REGION1,TRANGS,2024,3.17
REGION1,URN,2024,0
REGION1,WND,2024,0
REGION1,WTREVTBC1,2024,0
REGION1,WTRGRCBC1,2024,0
REGION1,WTRPRCBC1,2024,0
REGION1,WTRSURBC1,2024,0
REGION1,AGRDSL,2025,18.141
REGION1,AGRELCB02,2025,0
REGION1,AGRNGS,2025,0
REGION1,AGRWATBC1,2025,0
REGION1,BIO,2025,0
REGION1,COA,2025,0
REGION1,COMBIO,2025,0.35
REGION1,COMELCB02,2025,0
REGION1,COMKER,2025,11.48
REGION1,COMNGS,2025,85.66
REGION1,CRPALF,2025,1.441
REGION1,CRPBAR,2025,0.07
REGION1,CRPMAI,2025,0.613
REGION1,CRPOAT,2025,0.072
REGION1,CRPOTH,2025,0.32
REGION1,CRPPEA,2025,0.037
REGION1,CRPPTW,2025,0.00013
REGION1,CRPRAP,2025,0.089
REGION1,CRPRYE,2025,0.0024
REGION1,CRPWHE,2025,0.081
REGION1,CRU,2025,0
REGION1,DSL,2025,0
REGION1,ELCB01,2025,0
REGION1,ELCB02,2025,0
REGION1,GEO,2025,0
REGION1,GSL,2025,0
REGION1,HFO,2025,0
REGION1,HYD,2025,0
REGION1,INDBIO,2025,162.14
REGION1,INDDSL,2025,108.15
REGION1,INDELCB02,2025,0
REGION1,INDNGS,2025,242.83
REGION1,JFL,2025,0
REGION1,KER,2025,0
REGION1,LALFHIBC1,2025,0
REGION1,LALFHRBC1,2025,0
REGION1,LALFIIBC1,2025,0
REGION1,LALFIRBC1,2025,0
REGION1,LALFLRBC1,2025,0
REGION1,LBARBC1,2025,0
REGION1,LBC1,2025,0
REGION1,LBLTBC1,2025,0
REGION1,LBRLHIBC1,2025,0
REGION1,LBRLHRBC1,2025,0
REGION1,LBRLIIBC1,2025,0
REGION1,LBRLIRBC1,2025,0
REGION1,LBRLLRBC1,2025,0
REGION1,LFORBC1,2025,0
REGION1,LGRSBC1,2025,0
REGION1,LMAIHIBC1,2025,0
REGION1,LMAIHRBC1,2025,0
REGION1,LMAIIIBC1,2025,0
REGION1,LMAIIRBC1,2025,0
REGION1,LMAILRBC1,2025,0
REGION1,LND4PWR,2025,3.8964
REGION1,LOATHIBC1,2025,0
REGION1,LOATHRBC1,2025,0
REGION1,LOATIIBC1,2025,0
REGION1,LOATIRBC1,2025,0
REGION1,LOATLRBC1,2025,0
REGION1,LOTHBC1,2025,0
REGION1,LOTHHIBC1,2025,0
REGION1,LOTHHRBC1,2025,0
REGION1,LOTHIIBC1,2025,0
REGION1,LOTHIRBC1,2025,0
REGION1,LOTHLRBC1,2025,0
REGION1,LPEAHIBC1,2025,0
REGION1,LPEAHRBC1,2025,0
REGION1,LPEAIIBC1,2025,0
REGION1,LPEAIRBC1,2025,0
REGION1,LPEALRBC1,2025,0
REGION1,LPG,2025,0
REGION1,LPTWHIBC1,2025,0
REGION1,LPTWHRBC1,2025,0
REGION1,LPTWIIBC1,2025,0
REGION1,LPTWIRBC1,2025,0
REGION1,LPTWLRBC1,2025,0
REGION1,LRAPHIBC1,2025,0
REGION1,LRAPHRBC1,2025,0
REGION1,LRAPIIBC1,2025,0
REGION1,LRAPIRBC1,2025,0
REGION1,LRAPLRBC1,2025,0
REGION1,LRYEHIBC1,2025,0
REGION1,LRYEHRBC1,2025,0
REGION1,LRYEIIBC1,2025,0
REGION1,LRYEIRBC1,2025,0
REGION1,LRYELRBC1,2025,0
REGION1,LWATBC1,2025,0
REGION1,LWHEHIBC1,2025,0
REGION1,LWHEHRBC1,2025,0
REGION1,LWHEIIBC1,2025,0
REGION1,LWHEIRBC1,2025,0
REGION1,LWHELRBC1,2025,0
REGION1,NGS,2025,0
REGION1,PUBWATBC1,2025,0.89
REGION1,PWRBIO,2025,0
REGION1,PWRGEO,2025,0
REGION1,PWRHYD,2025,0
REGION1,PWRNGS,2025,0
REGION1,PWRSOL,2025,0
REGION1,PWRURN,2025,0
REGION1,PWRWATBC1,2025,0
REGION1,PWRWND,2025,0
REGION1,RESBIO,2025,14.26
REGION1,RESELCB02,2025,0
REGION1,RESKER,2025,0.87
REGION1,RESNGS,2025,89.07
REGION1,SOL,2025,0
REGION1,TRABIO,2025,21.82
REGION1,TRADSL,2025,93.41
REGION1,TRAELCB02,2025,0
REGION1,TRAGSL,2025,140.26
REGION1,TRAHFO,2025,9.59
REGION1,TRAJFL,2025,39.17
REGION1,TRALPG,2025,2.96
REGION1,TRANGS,2025,3.55
REGION1,URN,2025,0
REGION1,WND,2025,0
REGION1,WTREVTBC1,2025,0
REGION1,WTRGRCBC1,2025,0
REGION1,WTRPRCBC1,2025,0
REGION1,WTRSURBC1,2025,0
REGION1,AGRDSL,2026,18.766
REGION1,AGRELCB02,2026,0
REGION1,AGRNGS,2026,0
REGION1,AGRWATBC1,2026,0
REGION1,BIO,2026,0
REGION1,COA,2026,0
REGION1,COMBIO,2026,0.4
REGION1,COMELCB02,2026,0
REGION1,COMKER,2026,11.65
REGION1,COMNGS,2026,87.17
REGION1,CRPALF,2026,1.443
REGION1,CRPBAR,2026,0.073
REGION1,CRPMAI,2026,0.625
REGION1,CRPOAT,2026,0.073
REGION1,CRPOTH,2026,0.324
REGION1,CRPPEA,2026,0.038
REGION1,CRPPTW,2026,0.00013
REGION1,CRPRAP,2026,0.091
REGION1,CRPRYE,2026,0.0024
REGION1,CRPWHE,2026,0.082
REGION1,CRU,2026,0
REGION1,DSL,2026,0
REGION1,ELCB01,2026,0
REGION1,ELCB02,2026,0
REGION1,GEO,2026,0
REGION1,GSL,2026,0
REGION1,HFO,2026,0
REGION1,HYD,2026,0
REGION1,INDBIO,2026,161.92
REGION1,INDDSL,2026,109.45
REGION1,INDELCB02,2026,0
REGION1,INDNGS,2026,275.13
REGION1,JFL,2026,0
REGION1,KER,2026,0
REGION1,LALFHIBC1,2026,0
REGION1,LALFHRBC1,2026,0
REGION1,LALFIIBC1,2026,0
