REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,LNDAGRBC1C05,54,2021,0.1804
REGION1,LNDAGRBC1C05,55,2021,1.149304766
REGION1,LNDAGRBC1C05,51,2022,0.453286255
REGION1,LNDAGRBC1C05,53,2022,15.48524009
REGION1,LNDAGRBC1C05,54,2022,0.1824
REGION1,LNDAGRBC1C05,55,2022,1.149304766
REGION1,LNDAGRBC1C05,51,2023,0.453286255
REGION1,LNDAGRBC1C05,53,2023,15.48524009
REGION1,LNDAGRBC1C05,54,2023,0.1844
REGION1,LNDAGRBC1C05,55,2023,1.149304766
REGION1,LNDAGRBC1C05,51,2024,0.453286255
REGION1,LNDAGRBC1C05,53,2024,15.48524009
REGION1,LNDAGRBC1C05,54,2024,0.1864
REGION1,LNDAGRBC1C05,55,2024,1.149304766
REGION1,LNDAGRBC1C05,51,2025,0.453286255
REGION1,LNDAGRBC1C05,53,2025,15.48524009
REGION1,LNDAGRBC1C05,54,2025,0.1885
REGION1,LNDAGRBC1C05,55,2025,1.149304766
REGION1,LNDAGRBC1C05,51,2026,0.453286255
REGION1,LNDAGRBC1C05,53,2026,15.48524009
REGION1,LNDAGRBC1C05,54,2026,0.1906
REGION1,LNDAGRBC1C05,55,2026,1.149304766
REGION1,LNDAGRBC1C05,51,2027,0.453286255
REGION1,LNDAGRBC1C05,53,2027,15.48524009
REGION1,LNDAGRBC1C05,54,2027,0.1927
REGION1,LNDAGRBC1C05,55,2027,1.149304766
REGION1,LNDAGRBC1C05,51,2028,0.453286255
REGION1,LNDAGRBC1C05,53,2028,15.48524009
REGION1,LNDAGRBC1C05,54,2028,0.1948
REGION1,LNDAGRBC1C05,55,2028,1.149304766
REGION1,LNDAGRBC1C05,51,2029,0.453286255
REGION1,LNDAGRBC1C05,53,2029,15.48524009
REGION1,LNDAGRBC1C05,54,2029,0.1969
REGION1,LNDAGRBC1C05,55,2029,1.149304766
REGION1,LNDAGRBC1C05,51,2030,0.453286255
REGION1,LNDAGRBC1C05,53,2030,15.48524009
REGION1,LNDAGRBC1C05,54,2030,0.1991
REGION1,LNDAGRBC1C05,55,2030,1.149304766
REGION1,LNDAGRBC1C05,51,2031,0.453286255
REGION1,LNDAGRBC1C05,53,2031,15.48524009
REGION1,LNDAGRBC1C05,54,2031,0.2013
REGION1,LNDAGRBC1C05,55,2031,1.149304766
REGION1,LNDAGRBC1C05,51,2032,0.453286255
REGION1,LNDAGRBC1C05,53,2032,15.48524009
REGION1,LNDAGRBC1C05,54,2032,0.2035
REGION1,LNDAGRBC1C05,55,2032,1.149304766
REGION1,LNDAGRBC1C05,51,2033,0.453286255
REGION1,LNDAGRBC1C05,53,2033,15.48524009
REGION1,LNDAGRBC1C05,54,2033,0.2057
REGION1,LNDAGRBC1C05,55,2033,1.149304766
REGION1,LNDAGRBC1C05,51,2034,0.453286255
REGION1,LNDAGRBC1C05,53,2034,15.48524009
REGION1,LNDAGRBC1C05,54,2034,0.208
REGION1,LNDAGRBC1C05,55,2034,1.149304766
REGION1,LNDAGRBC1C05,51,2035,0.453286255
REGION1,LNDAGRBC1C05,53,2035,15.48524009
REGION1,LNDAGRBC1C05,54,2035,0.2103
REGION1,LNDAGRBC1C05,55,2035,1.149304766
REGION1,LNDAGRBC1C05,51,2036,0.453286255
REGION1,LNDAGRBC1C05,53,2036,15.48524009
REGION1,LNDAGRBC1C05,54,2036,0.2126
REGION1,LNDAGRBC1C05,55,2036,1.149304766
REGION1,LNDAGRBC1C05,51,2037,0.453286255
REGION1,LNDAGRBC1C05,53,2037,15.48524009
REGION1,LNDAGRBC1C05,54,2037,0.2149
REGION1,LNDAGRBC1C05,55,2037,1.149304766
REGION1,LNDAGRBC1C05,51,2038,0.453286255
REGION1,LNDAGRBC1C05,53,2038,15.48524009
REGION1,LNDAGRBC1C05,54,2038,0.2173
REGION1,LNDAGRBC1C05,55,2038,1.149304766
REGION1,LNDAGRBC1C05,51,2039,0.453286255
REGION1,LNDAGRBC1C05,53,2039,15.48524009
REGION1,LNDAGRBC1C05,54,2039,0.2197
REGION1,LNDAGRBC1C05,55,2039,1.149304766
REGION1,LNDAGRBC1C05,51,2040,0.453286255
REGION1,LNDAGRBC1C05,53,2040,15.48524009
REGION1,LNDAGRBC1C05,54,2040,0.2221
REGION1,LNDAGRBC1C05,55,2040,1.149304766
REGION1,LNDAGRBC1C05,51,2041,0.453286255
REGION1,LNDAGRBC1C05,53,2041,15.48524009
REGION1,LNDAGRBC1C05,54,2041,0.2245
REGION1,LNDAGRBC1C05,55,2041,1.149304766
REGION1,LNDAGRBC1C05,51,2042,0.453286255
REGION1,LNDAGRBC1C05,53,2042,15.48524009
REGION1,LNDAGRBC1C05,54,2042,0.227
REGION1,LNDAGRBC1C05,55,2042,1.149304766
REGION1,LNDAGRBC1C05,51,2043,0.453286255
REGION1,LNDAGRBC1C05,53,2043,15.48524009
REGION1,LNDAGRBC1C05,54,2043,0.2295
REGION1,LNDAGRBC1C05,55,2043,1.149304766
REGION1,LNDAGRBC1C05,51,2044,0.453286255
REGION1,LNDAGRBC1C05,53,2044,15.48524009
REGION1,LNDAGRBC1C05,54,2044,0.232
REGION1,LNDAGRBC1C05,55,2044,1.149304766
REGION1,LNDAGRBC1C05,51,2045,0.453286255
REGION1,LNDAGRBC1C05,53,2045,15.48524009
REGION1,LNDAGRBC1C05,54,2045,0.2346
REGION1,LNDAGRBC1C05,55,2045,1.149304766
REGION1,LNDAGRBC1C05,51,2046,0.453286255
REGION1,LNDAGRBC1C05,53,2046,15.48524009
REGION1,LNDAGRBC1C05,54,2046,0.2372
REGION1,LNDAGRBC1C05,55,2046,1.149304766
REGION1,LNDAGRBC1C05,51,2047,0.453286255
REGION1,LNDAGRBC1C05,53,2047,15.48524009
REGION1,LNDAGRBC1C05,54,2047,0.2398
REGION1,LNDAGRBC1C05,55,2047,1.149304766
REGION1,LNDAGRBC1C05,51,2048,0.453286255
REGION1,LNDAGRBC1C05,53,2048,15.48524009
REGION1,LNDAGRBC1C05,54,2048,0.2424
REGION1,LNDAGRBC1C05,55,2048,1.149304766
REGION1,LNDAGRBC1C05,51,2049,0.453286255
REGION1,LNDAGRBC1C05,53,2049,15.48524009
REGION1,LNDAGRBC1C05,54,2049,0.2451
REGION1,LNDAGRBC1C05,55,2049,1.149304766
REGION1,LNDAGRBC1C05,51,2050,0.453286255
REGION1,LNDAGRBC1C05,53,2050,15.48524009
REGION1,LNDAGRBC1C05,54,2050,0.2478
REGION1,LNDAGRBC1C05,55,2050,1.149304766
REGION1,LNDAGRBC1C06,51,2020,0.356364357
REGION1,LNDAGRBC1C06,53,2020,1.157032173
REGION1,LNDAGRBC1C06,54,2020,0.0448
REGION1,LNDAGRBC1C06,55,2020,1.860691136
REGION1,LNDAGRBC1C06,51,2021,0.356364357
REGION1,LNDAGRBC1C06,53,2021,1.157032173
REGION1,LNDAGRBC1C06,54,2021,0.0453
REGION1,LNDAGRBC1C06,55,2021,1.860691136
REGION1,LNDAGRBC1C06,51,2022,0.356364357
REGION1,LNDAGRBC1C06,53,2022,1.157032173
REGION1,LNDAGRBC1C06,54,2022,0.0458
REGION1,LNDAGRBC1C06,55,2022,1.860691136
REGION1,LNDAGRBC1C06,51,2023,0.356364357
REGION1,LNDAGRBC1C06,53,2023,1.157032173
REGION1,LNDAGRBC1C06,54,2023,0.0463
REGION1,LNDAGRBC1C06,55,2023,1.860691136
REGION1,LNDAGRBC1C06,51,2024,0.356364357
REGION1,LNDAGRBC1C06,53,2024,1.157032173
REGION1,LNDAGRBC1C06,54,2024,0.0468
REGION1,LNDAGRBC1C06,55,2024,1.860691136
REGION1,LNDAGRBC1C06,51,2025,0.356364357
REGION1,LNDAGRBC1C06,53,2025,1.157032173
REGION1,LNDAGRBC1C06,54,2025,0.0474
REGION1,LNDAGRBC1C06,55,2025,1.860691136
REGION1,LNDAGRBC1C06,51,2026,0.356364357
REGION1,LNDAGRBC1C06,53,2026,1.157032173
REGION1,LNDAGRBC1C06,54,2026,0.0479
REGION1,LNDAGRBC1C06,55,2026,1.860691136
REGION1,LNDAGRBC1C06,51,2027,0.356364357
REGION1,LNDAGRBC1C06,53,2027,1.157032173
REGION1,LNDAGRBC1C06,54,2027,0.0484
REGION1,LNDAGRBC1C06,55,2027,1.860691136
REGION1,LNDAGRBC1C06,51,2028,0.356364357
REGION1,LNDAGRBC1C06,53,2028,1.157032173
REGION1,LNDAGRBC1C06,54,2028,0.0489
REGION1,LNDAGRBC1C06,55,2028,1.860691136
REGION1,LNDAGRBC1C06,51,2029,0.356364357
REGION1,LNDAGRBC1C06,53,2029,1.157032173
REGION1,LNDAGRBC1C06,54,2029,0.0495
REGION1,LNDAGRBC1C06,55,2029,1.860691136
REGION1,LNDAGRBC1C06,51,2030,0.356364357
REGION1,LNDAGRBC1C06,53,2030,1.157032173
REGION1,LNDAGRBC1C06,54,2030,0.05
REGION1,LNDAGRBC1C06,55,2030,1.860691136
REGION1,LNDAGRBC1C06,51,2031,0.356364357
REGION1,LNDAGRBC1C06,53,2031,1.157032173
REGION1,LNDAGRBC1C06,54,2031,0.0506
REGION1,LNDAGRBC1C06,55,2031,1.860691136
REGION1,LNDAGRBC1C06,51,2032,0.356364357
REGION1,LNDAGRBC1C06,53,2032,1.157032173
REGION1,LNDAGRBC1C06,54,2032,0.0511
REGION1,LNDAGRBC1C06,55,2032,1.860691136
REGION1,LNDAGRBC1C06,51,2033,0.356364357
REGION1,LNDAGRBC1C06,53,2033,1.157032173
REGION1,LNDAGRBC1C06,54,2033,0.0517
REGION1,LNDAGRBC1C06,55,2033,1.860691136
REGION1,LNDAGRBC1C06,51,2034,0.356364357
REGION1,LNDAGRBC1C06,53,2034,1.157032173
REGION1,LNDAGRBC1C06,54,2034,0.0523
REGION1,LNDAGRBC1C06,55,2034,1.860691136
REGION1,LNDAGRBC1C06,51,2035,0.356364357
REGION1,LNDAGRBC1C06,53,2035,1.157032173
REGION1,LNDAGRBC1C06,54,2035,0.0528
REGION1,LNDAGRBC1C06,55,2035,1.860691136
REGION1,LNDAGRBC1C06,51,2036,0.356364357
REGION1,LNDAGRBC1C06,53,2036,1.157032173
REGION1,LNDAGRBC1C06,54,2036,0.0534
REGION1,LNDAGRBC1C06,55,2036,1.860691136
REGION1,LNDAGRBC1C06,51,2037,0.356364357
REGION1,LNDAGRBC1C06,53,2037,1.157032173
REGION1,LNDAGRBC1C06,54,2037,0.054
REGION1,LNDAGRBC1C06,55,2037,1.860691136
REGION1,LNDAGRBC1C06,51,2038,0.356364357
REGION1,LNDAGRBC1C06,53,2038,1.157032173
REGION1,LNDAGRBC1C06,54,2038,0.0546
REGION1,LNDAGRBC1C06,55,2038,1.860691136
REGION1,LNDAGRBC1C06,51,2039,0.356364357
REGION1,LNDAGRBC1C06,53,2039,1.157032173
REGION1,LNDAGRBC1C06,54,2039,0.0552
REGION1,LNDAGRBC1C06,55,2039,1.860691136
REGION1,LNDAGRBC1C06,51,2040,0.356364357
REGION1,LNDAGRBC1C06,53,2040,1.157032173
REGION1,LNDAGRBC1C06,54,2040,0.0558
REGION1,LNDAGRBC1C06,55,2040,1.860691136
REGION1,LNDAGRBC1C06,51,2041,0.356364357
REGION1,LNDAGRBC1C06,53,2041,1.157032173
REGION1,LNDAGRBC1C06,54,2041,0.0564
REGION1,LNDAGRBC1C06,55,2041,1.860691136
REGION1,LNDAGRBC1C06,51,2042,0.356364357
REGION1,LNDAGRBC1C06,53,2042,1.157032173
REGION1,LNDAGRBC1C06,54,2042,0.057
REGION1,LNDAGRBC1C06,55,2042,1.860691136
REGION1,LNDAGRBC1C06,51,2043,0.356364357
REGION1,LNDAGRBC1C06,53,2043,1.157032173
REGION1,LNDAGRBC1C06,54,2043,0.0577
REGION1,LNDAGRBC1C06,55,2043,1.860691136
REGION1,LNDAGRBC1C06,51,2044,0.356364357
REGION1,LNDAGRBC1C06,53,2044,1.157032173
REGION1,LNDAGRBC1C06,54,2044,0.0583
REGION1,LNDAGRBC1C06,55,2044,1.860691136
REGION1,LNDAGRBC1C06,51,2045,0.356364357
REGION1,LNDAGRBC1C06,53,2045,1.157032173
REGION1,LNDAGRBC1C06,54,2045,0.0589
REGION1,LNDAGRBC1C06,55,2045,1.860691136
REGION1,LNDAGRBC1C06,51,2046,0.356364357
REGION1,LNDAGRBC1C06,53,2046,1.157032173
REGION1,LNDAGRBC1C06,54,2046,0.0596
REGION1,LNDAGRBC1C06,55,2046,1.860691136
REGION1,LNDAGRBC1C06,51,2047,0.356364357
REGION1,LNDAGRBC1C06,53,2047,1.157032173
REGION1,LNDAGRBC1C06,54,2047,0.0602
REGION1,LNDAGRBC1C06,55,2047,1.860691136
REGION1,LNDAGRBC1C06,51,2048,0.356364357
REGION1,LNDAGRBC1C06,53,2048,1.157032173
REGION1,LNDAGRBC1C06,54,2048,0.0609
REGION1,LNDAGRBC1C06,55,2048,1.860691136
REGION1,LNDAGRBC1C06,51,2049,0.356364357
REGION1,LNDAGRBC1C06,53,2049,1.157032173
REGION1,LNDAGRBC1C06,54,2049,0.0616
REGION1,LNDAGRBC1C06,55,2049,1.860691136
REGION1,LNDAGRBC1C06,51,2050,0.356364357
REGION1,LNDAGRBC1C06,53,2050,1.157032173
REGION1,LNDAGRBC1C06,54,2050,0.0623
REGION1,LNDAGRBC1C06,55,2050,1.860691136
REGION1,LNDAGRBC1C07,51,2020,2.031511786
REGION1,LNDAGRBC1C07,53,2020,7.231387177
REGION1,LNDAGRBC1C07,54,2020,0.1897
REGION1,LNDAGRBC1C07,55,2020,3.602788794
REGION1,LNDAGRBC1C07,51,2021,2.031511786
REGION1,LNDAGRBC1C07,53,2021,7.231387177
REGION1,LNDAGRBC1C07,54,2021,0.1918
REGION1,LNDAGRBC1C07,55,2021,3.602788794
REGION1,LNDAGRBC1C07,51,2022,2.031511786
REGION1,LNDAGRBC1C07,53,2022,7.231387177
REGION1,LNDAGRBC1C07,54,2022,0.1939
REGION1,LNDAGRBC1C07,55,2022,3.602788794
REGION1,LNDAGRBC1C07,51,2023,2.031511786
REGION1,LNDAGRBC1C07,53,2023,7.231387177
REGION1,LNDAGRBC1C07,54,2023,0.1961
REGION1,LNDAGRBC1C07,55,2023,3.602788794
REGION1,LNDAGRBC1C07,51,2024,2.031511786
REGION1,LNDAGRBC1C07,53,2024,7.231387177
REGION1,LNDAGRBC1C07,54,2024,0.1982
REGION1,LNDAGRBC1C07,55,2024,3.602788794
REGION1,LNDAGRBC1C07,51,2025,2.031511786
REGION1,LNDAGRBC1C07,53,2025,7.231387177
REGION1,LNDAGRBC1C07,54,2025,0.2004
REGION1,LNDAGRBC1C07,55,2025,3.602788794
REGION1,LNDAGRBC1C07,51,2026,2.031511786
REGION1,LNDAGRBC1C07,53,2026,7.231387177
REGION1,LNDAGRBC1C07,54,2026,0.2026
REGION1,LNDAGRBC1C07,55,2026,3.602788794
REGION1,LNDAGRBC1C07,51,2027,2.031511786
REGION1,LNDAGRBC1C07,53,2027,7.231387177
REGION1,LNDAGRBC1C07,54,2027,0.2048
REGION1,LNDAGRBC1C07,55,2027,3.602788794
REGION1,LNDAGRBC1C07,51,2028,2.031511786
REGION1,LNDAGRBC1C07,53,2028,7.231387177
REGION1,LNDAGRBC1C07,54,2028,0.2071
REGION1,LNDAGRBC1C07,55,2028,3.602788794
REGION1,LNDAGRBC1C07,51,2029,2.031511786
REGION1,LNDAGRBC1C07,53,2029,7.231387177
REGION1,LNDAGRBC1C07,54,2029,0.2094
REGION1,LNDAGRBC1C07,55,2029,3.602788794
REGION1,LNDAGRBC1C07,51,2030,2.031511786
REGION1,LNDAGRBC1C07,53,2030,7.231387177
REGION1,LNDAGRBC1C07,54,2030,0.2117
REGION1,LNDAGRBC1C07,55,2030,3.602788794
REGION1,LNDAGRBC1C07,51,2031,2.031511786
REGION1,LNDAGRBC1C07,53,2031,7.231387177
REGION1,LNDAGRBC1C07,54,2031,0.214
REGION1,LNDAGRBC1C07,55,2031,3.602788794
REGION1,LNDAGRBC1C07,51,2032,2.031511786
REGION1,LNDAGRBC1C07,53,2032,7.231387177
REGION1,LNDAGRBC1C07,54,2032,0.2164
REGION1,LNDAGRBC1C07,55,2032,3.602788794
REGION1,LNDAGRBC1C07,51,2033,2.031511786
REGION1,LNDAGRBC1C07,53,2033,7.231387177
REGION1,LNDAGRBC1C07,54,2033,0.2187
REGION1,LNDAGRBC1C07,55,2033,3.602788794
REGION1,LNDAGRBC1C07,51,2034,2.031511786
REGION1,LNDAGRBC1C07,53,2034,7.231387177
REGION1,LNDAGRBC1C07,54,2034,0.2211
REGION1,LNDAGRBC1C07,55,2034,3.602788794
REGION1,LNDAGRBC1C07,51,2035,2.031511786
REGION1,LNDAGRBC1C07,53,2035,7.231387177
REGION1,LNDAGRBC1C07,54,2035,0.2236
REGION1,LNDAGRBC1C07,55,2035,3.602788794
REGION1,LNDAGRBC1C07,51,2036,2.031511786
REGION1,LNDAGRBC1C07,53,2036,7.231387177
REGION1,LNDAGRBC1C07,54,2036,0.226
REGION1,LNDAGRBC1C07,55,2036,3.602788794
REGION1,LNDAGRBC1C07,51,2037,2.031511786
REGION1,LNDAGRBC1C07,53,2037,7.231387177
REGION1,LNDAGRBC1C07,54,2037,0.2285
REGION1,LNDAGRBC1C07,55,2037,3.602788794
REGION1,LNDAGRBC1C07,51,2038,2.031511786
REGION1,LNDAGRBC1C07,53,2038,7.231387177
REGION1,LNDAGRBC1C07,54,2038,0.231
REGION1,LNDAGRBC1C07,55,2038,3.602788794
REGION1,LNDAGRBC1C07,51,2039,2.031511786
REGION1,LNDAGRBC1C07,53,2039,7.231387177
REGION1,LNDAGRBC1C07,54,2039,0.2336
REGION1,LNDAGRBC1C07,55,2039,3.602788794
REGION1,LNDAGRBC1C07,51,2040,2.031511786
REGION1,LNDAGRBC1C07,53,2040,7.231387177
REGION1,LNDAGRBC1C07,54,2040,0.2361
REGION1,LNDAGRBC1C07,55,2040,3.602788794
REGION1,LNDAGRBC1C07,51,2041,2.031511786
REGION1,LNDAGRBC1C07,53,2041,7.231387177
REGION1,LNDAGRBC1C07,54,2041,0.2387
REGION1,LNDAGRBC1C07,55,2041,3.602788794
REGION1,LNDAGRBC1C07,51,2042,2.031511786
REGION1,LNDAGRBC1C07,53,2042,7.231387177
REGION1,LNDAGRBC1C07,54,2042,0.2414
REGION1,LNDAGRBC1C07,55,2042,3.602788794
REGION1,LNDAGRBC1C07,51,2043,2.031511786
REGION1,LNDAGRBC1C07,53,2043,7.231387177
REGION1,LNDAGRBC1C07,54,2043,0.244
REGION1,LNDAGRBC1C07,55,2043,3.602788794
REGION1,LNDAGRBC1C07,51,2044,2.031511786
REGION1,LNDAGRBC1C07,53,2044,7.231387177
REGION1,LNDAGRBC1C07,54,2044,0.2467
REGION1,LNDAGRBC1C07,55,2044,3.602788794
REGION1,LNDAGRBC1C07,51,2045,2.031511786
REGION1,LNDAGRBC1C07,53,2045,7.231387177
REGION1,LNDAGRBC1C07,54,2045,0.2494
REGION1,LNDAGRBC1C07,55,2045,3.602788794
REGION1,LNDAGRBC1C07,51,2046,2.031511786
REGION1,LNDAGRBC1C07,53,2046,7.231387177
REGION1,LNDAGRBC1C07,54,2046,0.2522
REGION1,LNDAGRBC1C07,55,2046,3.602788794
REGION1,LNDAGRBC1C07,51,2047,2.031511786
REGION1,LNDAGRBC1C07,53,2047,7.231387177
REGION1,LNDAGRBC1C07,54,2047,0.2549
REGION1,LNDAGRBC1C07,55,2047,3.602788794
REGION1,LNDAGRBC1C07,51,2048,2.031511786
REGION1,LNDAGRBC1C07,53,2048,7.231387177
REGION1,LNDAGRBC1C07,54,2048,0.2577
REGION1,LNDAGRBC1C07,55,2048,3.602788794
REGION1,LNDAGRBC1C07,51,2049,2.031511786
REGION1,LNDAGRBC1C07,53,2049,7.231387177
REGION1,LNDAGRBC1C07,54,2049,0.2606
REGION1,LNDAGRBC1C07,55,2049,3.602788794
REGION1,LNDAGRBC1C07,51,2050,2.031511786
REGION1,LNDAGRBC1C07,53,2050,7.231387177
REGION1,LNDAGRBC1C07,54,2050,0.2634
REGION1,LNDAGRBC1C07,55,2050,3.602788794
