REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,LNDAGRBC1C03,44,2035,0.00010849981
REGION1,LNDAGRBC1C03,44,2036,9.7351272e-05
REGION1,LNDAGRBC1C03,44,2037,7.8032838e-05
REGION1,LNDAGRBC1C03,44,2038,6.3920357e-05
REGION1,LNDAGRBC1C03,44,2039,-2.4326988e-08
REGION1,LNDAGRBC1C03,44,2040,-4.5156036e-08
REGION1,LNDAGRBC1C03,44,2041,-1.489521e-07
REGION1,LNDAGRBC1C03,44,2042,-1.2120841e-07
REGION1,LNDAGRBC1C03,44,2043,3.0632087e-07
REGION1,LNDAGRBC1C03,44,2045,6.1795028e-07
REGION1,LNDAGRBC1C03,44,2047,7.2961245e-06
REGION1,LNDAGRBC1C03,44,2048,6.8428264e-06
REGION1,LNDAGRBC1C03,44,2049,5.8562641e-06
REGION1,LNDAGRBC1C03,44,2050,2.2812722e-07
REGION1,LNDAGRBC1C03,46,2020,-1.7618882e-07
REGION1,LNDAGRBC1C03,46,2030,-2.5493229e-07
REGION1,LNDAGRBC1C03,46,2031,0.00086061167
REGION1,LNDAGRBC1C03,46,2032,0.00063291167
REGION1,LNDAGRBC1C03,46,2033,0.00040521167
REGION1,LNDAGRBC1C03,46,2034,0.00020525111
REGION1,LNDAGRBC1C03,46,2035,5.6114736e-07
REGION1,LNDAGRBC1C03,46,2036,6.5690804e-07
REGION1,LNDAGRBC1C03,46,2037,1.0444309e-06
REGION1,LNDAGRBC1C03,46,2038,1.4213195e-05
REGION1,LNDAGRBC1C03,46,2039,2.7730059e-05
REGION1,LNDAGRBC1C03,46,2040,2.3549986e-05
REGION1,LNDAGRBC1C03,46,2041,2.3549986e-05
REGION1,LNDAGRBC1C03,46,2042,2.7533891e-05
REGION1,LNDAGRBC1C03,46,2043,2.4388786e-05
REGION1,LNDAGRBC1C03,46,2044,2.4933175e-05
REGION1,LNDAGRBC1C03,46,2045,3.0885855e-05
REGION1,LNDAGRBC1C03,46,2046,3.1306156e-05
REGION1,LNDAGRBC1C03,46,2047,3.0818357e-05
REGION1,LNDAGRBC1C03,46,2048,3.1389382e-05
REGION1,LNDAGRBC1C03,46,2049,2.1379577e-06
REGION1,LNDAGRBC1C03,46,2050,2.2808315e-07
REGION1,LNDAGRBC1C03,2,2020,0.1287
REGION1,LNDAGRBC1C03,2,2021,0.12011442
REGION1,LNDAGRBC1C03,2,2022,0.111541
REGION1,LNDAGRBC1C03,2,2023,0.1029528
REGION1,LNDAGRBC1C03,2,2024,0.094369059
REGION1,LNDAGRBC1C03,2,2025,0.085789919
REGION1,LNDAGRBC1C03,2,2026,0.077206299
REGION1,LNDAGRBC1C03,2,2027,0.068618368
REGION1,LNDAGRBC1C03,2,2028,0.060040057
REGION1,LNDAGRBC1C03,2,2029,0.051452045
REGION1,LNDAGRBC1C03,2,2030,0.042850809
REGION1,LNDAGRBC1C03,2,2031,0.034274649
REGION1,LNDAGRBC1C03,2,2032,0.02568925
REGION1,LNDAGRBC1C03,2,2033,0.01710595
REGION1,LNDAGRBC1C03,2,2034,0.0085292381
REGION1,LNDAGRBC1C03,2,2035,3.4492885e-07
REGION1,LNDAGRBC1C03,2,2036,3.2310007e-06
REGION1,LNDAGRBC1C03,2,2037,8.7616024e-07
REGION1,LNDAGRBC1C03,2,2038,5.629983e-06
REGION1,LNDAGRBC1C03,2,2039,5.2179823e-06
REGION1,LNDAGRBC1C03,2,2040,5.3463025e-06
REGION1,LNDAGRBC1C03,2,2041,6.2532798e-06
REGION1,LNDAGRBC1C03,2,2042,1.0144748e-05
REGION1,LNDAGRBC1C03,2,2043,1.4609695e-05
REGION1,LNDAGRBC1C03,2,2044,1.6710627e-05
REGION1,LNDAGRBC1C03,2,2045,3.4451614e-05
REGION1,LNDAGRBC1C03,2,2046,3.7539198e-05
REGION1,LNDAGRBC1C03,2,2047,3.5518378e-05
REGION1,LNDAGRBC1C03,2,2048,3.5332098e-05
REGION1,LNDAGRBC1C03,2,2049,3.8609674e-05
REGION1,LNDAGRBC1C03,2,2050,1.7035931e-07
REGION1,LNDAGRBC1C03,27,2023,0.00029948024
REGION1,LNDAGRBC1C03,27,2024,0.00025116187
REGION1,LNDAGRBC1C03,27,2025,0.00023839429
REGION1,LNDAGRBC1C03,27,2026,0.00020869429
REGION1,LNDAGRBC1C03,27,2027,0.00018485078
REGION1,LNDAGRBC1C03,27,2028,0.0001522345
REGION1,LNDAGRBC1C03,27,2029,0.00011326896
REGION1,LNDAGRBC1C03,27,2030,8.4516812e-05
REGION1,LNDAGRBC1C03,27,2031,6.1245117e-05
REGION1,LNDAGRBC1C03,27,2032,3.1650801e-05
REGION1,LNDAGRBC1C03,27,2033,3.8109757e-05
REGION1,LNDAGRBC1C03,27,2034,2.5748172e-05
REGION1,LNDAGRBC1C03,27,2035,2.7621652e-07
REGION1,LNDAGRBC1C03,27,2036,7.7079621e-07
REGION1,LNDAGRBC1C03,27,2037,-1.5912483e-07
REGION1,LNDAGRBC1C03,27,2038,4.5614076e-06
REGION1,LNDAGRBC1C03,27,2039,2.0752175e-05
REGION1,LNDAGRBC1C03,27,2040,3.5845548e-06
REGION1,LNDAGRBC1C03,27,2041,3.6310791e-06
REGION1,LNDAGRBC1C03,27,2042,6.36963e-07
REGION1,LNDAGRBC1C03,27,2044,8.3094175e-06
REGION1,LNDAGRBC1C03,27,2045,1.6270305e-05
REGION1,LNDAGRBC1C03,27,2046,5.3736061e-06
REGION1,LNDAGRBC1C03,27,2048,-3.1892302e-07
REGION1,LNDAGRBC1C03,27,2049,3.7577675e-07
REGION1,LNDAGRBC1C03,40,2020,5.0425035e-08
REGION1,LNDAGRBC1C03,40,2022,2.3382169e-07
REGION1,LNDAGRBC1C03,40,2023,6.3982616e-08
REGION1,LNDAGRBC1C03,40,2024,-9.3257276e-08
REGION1,LNDAGRBC1C03,40,2025,-1.4928559e-07
REGION1,LNDAGRBC1C03,40,2029,8.521e-08
REGION1,LNDAGRBC1C03,40,2032,-9.0319518e-08
REGION1,LNDAGRBC1C03,40,2033,2.2680766e-07
REGION1,LNDAGRBC1C03,40,2035,3.5873553e-07
REGION1,LNDAGRBC1C03,40,2036,3.993501e-07
REGION1,LNDAGRBC1C03,40,2037,-2.9279526e-08
REGION1,LNDAGRBC1C03,40,2038,2.4428382e-07
REGION1,LNDAGRBC1C03,40,2039,-3.6783492e-07
REGION1,LNDAGRBC1C03,40,2040,-1.3486079e-08
REGION1,LNDAGRBC1C03,40,2041,-7.7222607e-08
REGION1,LNDAGRBC1C03,40,2042,-3.1464061e-08
REGION1,LNDAGRBC1C03,40,2044,7.2883072e-07
REGION1,LNDAGRBC1C03,40,2045,-1.8709105e-08
REGION1,LNDAGRBC1C03,40,2046,4.1665387e-07
REGION1,LNDAGRBC1C03,40,2047,5.4811517e-07
REGION1,LNDAGRBC1C03,40,2049,1.8177885e-07
REGION1,LNDAGRBC1C03,35,2020,-4.1006597e-08
REGION1,LNDAGRBC1C03,35,2021,2.7620773e-07
REGION1,LNDAGRBC1C03,35,2023,1.7244691e-07
REGION1,LNDAGRBC1C03,35,2025,1.1442766e-06
REGION1,LNDAGRBC1C03,35,2026,9.203949e-08
REGION1,LNDAGRBC1C03,35,2027,3.2003613e-07
REGION1,LNDAGRBC1C03,35,2028,2.1443312e-07
REGION1,LNDAGRBC1C03,35,2032,-4.2826419e-08
REGION1,LNDAGRBC1C03,35,2033,1.1427019e-06
REGION1,LNDAGRBC1C03,35,2034,3.2267819e-07
REGION1,LNDAGRBC1C03,35,2035,6.994159e-07
REGION1,LNDAGRBC1C03,35,2037,5.5429742e-07
REGION1,LNDAGRBC1C03,35,2038,1.8805829e-06
REGION1,LNDAGRBC1C03,35,2039,1.5633272e-06
REGION1,LNDAGRBC1C03,35,2040,2.6230462e-05
REGION1,LNDAGRBC1C03,35,2041,4.9587909e-07
REGION1,LNDAGRBC1C03,35,2042,7.7347726e-07
REGION1,LNDAGRBC1C03,35,2046,9.2701927e-07
REGION1,LNDAGRBC1C03,35,2047,9.0257319e-07
REGION1,LNDAGRBC1C03,35,2048,-3.2675301e-08
REGION1,LNDAGRBC1C03,35,2049,6.9444493e-07
REGION1,LNDAGRBC1C03,35,2050,5.1348265e-07
REGION1,LNDAGRBC1C03,24,2020,-1.4193e-07
REGION1,LNDAGRBC1C03,24,2021,5.7798307e-07
REGION1,LNDAGRBC1C03,24,2025,1.1678621e-08
REGION1,LNDAGRBC1C03,24,2026,-1.6004165e-08
REGION1,LNDAGRBC1C03,24,2027,3.173093e-07
REGION1,LNDAGRBC1C03,24,2028,2.7195966e-07
REGION1,LNDAGRBC1C03,24,2031,-3.3511769e-08
REGION1,LNDAGRBC1C03,24,2032,5.576718e-08
REGION1,LNDAGRBC1C03,24,2034,-1.2324064e-08
REGION1,LNDAGRBC1C03,24,2035,2.043006e-06
REGION1,LNDAGRBC1C03,24,2036,3.5611012e-07
REGION1,LNDAGRBC1C03,24,2037,-3.8756284e-08
REGION1,LNDAGRBC1C03,24,2041,1.1335653e-07
REGION1,LNDAGRBC1C03,24,2042,7.2543272e-07
REGION1,LNDAGRBC1C03,24,2046,3.176208e-07
REGION1,LNDAGRBC1C03,24,2047,2.9140029e-07
REGION1,LNDAGRBC1C03,24,2048,2.2437605e-07
REGION1,LNDAGRBC1C03,24,2050,-1.8168121e-08
REGION1,LNDAGRBC1C03,29,2023,0.0017925478
REGION1,LNDAGRBC1C03,29,2024,0.027112608
REGION1,LNDAGRBC1C03,29,2025,0.02657657
REGION1,LNDAGRBC1C03,29,2026,0.023913079
REGION1,LNDAGRBC1C03,29,2027,0.021259265
REGION1,LNDAGRBC1C03,29,2028,0.018596611
REGION1,LNDAGRBC1C03,29,2029,0.015933449
REGION1,LNDAGRBC1C03,29,2030,0.013266688
REGION1,LNDAGRBC1C03,29,2031,0.01059063
REGION1,LNDAGRBC1C03,29,2032,0.0079245878
REGION1,LNDAGRBC1C03,29,2033,0.0052713878
REGION1,LNDAGRBC1C03,29,2034,0.0026082878
REGION1,LNDAGRBC1C03,29,2035,-2.0251407e-07
REGION1,LNDAGRBC1C03,29,2036,4.6878148e-06
REGION1,LNDAGRBC1C03,29,2037,4.4712105e-07
REGION1,LNDAGRBC1C03,29,2038,3.9575406e-07
REGION1,LNDAGRBC1C03,29,2039,1.866144e-05
REGION1,LNDAGRBC1C03,29,2041,3.9102105e-07
REGION1,LNDAGRBC1C03,29,2043,7.0389926e-07
REGION1,LNDAGRBC1C03,29,2044,5.5162935e-07
REGION1,LNDAGRBC1C03,29,2045,1.3064581e-06
REGION1,LNDAGRBC1C03,29,2046,1.4353537e-05
REGION1,LNDAGRBC1C03,29,2047,1.1439539e-05
REGION1,LNDAGRBC1C03,29,2048,1.1439495e-05
REGION1,LNDAGRBC1C03,29,2049,8.0976577e-06
REGION1,LNDAGRBC1C03,42,2025,8.9222704e-08
REGION1,LNDAGRBC1C03,42,2028,1.787855e-07
REGION1,LNDAGRBC1C03,42,2029,2.5492386e-07
REGION1,LNDAGRBC1C03,42,2030,1.6393404e-08
REGION1,LNDAGRBC1C03,42,2031,6.6604376e-07
REGION1,LNDAGRBC1C03,42,2034,-1.1062327e-07
REGION1,LNDAGRBC1C03,42,2035,1.4105468e-05
REGION1,LNDAGRBC1C03,42,2036,6.3330471e-05
REGION1,LNDAGRBC1C03,42,2037,4.6374949e-05
REGION1,LNDAGRBC1C03,42,2038,5.9587373e-05
REGION1,LNDAGRBC1C03,42,2039,-1.8410137e-07
REGION1,LNDAGRBC1C03,42,2042,8.1770239e-07
REGION1,LNDAGRBC1C03,42,2045,5.2378838e-07
REGION1,LNDAGRBC1C03,42,2046,8.5668991e-07
REGION1,LNDAGRBC1C03,42,2047,2.2493707e-07
REGION1,LNDAGRBC1C03,42,2048,1.0095922e-06
REGION1,LNDAGRBC1C03,42,2049,9.3815223e-07
REGION1,LNDAGRBC1C03,17,2020,2.0656986e-07
REGION1,LNDAGRBC1C03,17,2024,0.00036177223
REGION1,LNDAGRBC1C03,17,2025,0.00033752268
REGION1,LNDAGRBC1C03,17,2026,0.00028902076
REGION1,LNDAGRBC1C03,17,2027,0.00024942076
REGION1,LNDAGRBC1C03,17,2028,0.00021173493
REGION1,LNDAGRBC1C03,17,2029,0.00017213493
REGION1,LNDAGRBC1C03,17,2030,0.00014318542
REGION1,LNDAGRBC1C03,17,2031,9.4599325e-05
REGION1,LNDAGRBC1C03,17,2032,6.6208677e-05
REGION1,LNDAGRBC1C03,17,2033,2.6608677e-05
REGION1,LNDAGRBC1C03,17,2034,3.5785387e-07
REGION1,LNDAGRBC1C03,17,2035,7.5716482e-07
REGION1,LNDAGRBC1C03,17,2036,1.4290586e-05
REGION1,LNDAGRBC1C03,17,2037,1.4932943e-06
REGION1,LNDAGRBC1C03,17,2038,3.6204829e-06
REGION1,LNDAGRBC1C03,17,2039,1.1935378e-05
REGION1,LNDAGRBC1C03,17,2041,1.8940541e-05
REGION1,LNDAGRBC1C03,17,2042,1.8968479e-05
REGION1,LNDAGRBC1C03,17,2043,2.4514e-05
REGION1,LNDAGRBC1C03,17,2044,2.1693217e-05
REGION1,LNDAGRBC1C03,17,2045,9.388905e-06
REGION1,LNDAGRBC1C03,17,2046,2.8010227e-05
REGION1,LNDAGRBC1C03,17,2047,1.2254725e-05
REGION1,LNDAGRBC1C03,17,2048,1.2459598e-05
REGION1,LNDAGRBC1C03,17,2049,9.1137089e-06
REGION1,LNDAGRBC1C03,17,2050,-4.1203476e-08
REGION1,LNDAGRBC1C03,13,2020,0.1402335
REGION1,LNDAGRBC1C03,13,2021,0.13087858
REGION1,LNDAGRBC1C03,13,2023,0.11216259
REGION1,LNDAGRBC1C03,13,2024,0.10281699
REGION1,LNDAGRBC1C03,13,2025,0.093461491
REGION1,LNDAGRBC1C03,13,2026,0.084115891
REGION1,LNDAGRBC1C03,13,2027,0.074770291
REGION1,LNDAGRBC1C03,13,2028,0.065414791
REGION1,LNDAGRBC1C03,13,2029,0.056061902
REGION1,LNDAGRBC1C03,13,2030,0.046716302
REGION1,LNDAGRBC1C03,13,2031,0.037356398
REGION1,LNDAGRBC1C03,13,2032,0.013538493
REGION1,LNDAGRBC1C03,13,2033,0.018665198
REGION1,LNDAGRBC1C03,13,2034,0.0093096985
REGION1,LNDAGRBC1C03,13,2035,4.6279294e-08
REGION1,LNDAGRBC1C03,13,2036,9.7194366e-06
REGION1,LNDAGRBC1C03,13,2037,9.8614199e-06
REGION1,LNDAGRBC1C03,13,2038,2.4842619e-05
REGION1,LNDAGRBC1C03,13,2039,2.4268332e-05
REGION1,LNDAGRBC1C03,13,2040,1.9583155e-05
REGION1,LNDAGRBC1C03,13,2041,1.8986427e-05
REGION1,LNDAGRBC1C03,13,2042,1.9018096e-05
REGION1,LNDAGRBC1C03,13,2043,1.898643e-05
REGION1,LNDAGRBC1C03,13,2044,2.4240812e-05
REGION1,LNDAGRBC1C03,13,2045,2.371732e-05
REGION1,LNDAGRBC1C03,13,2046,2.8121083e-05
REGION1,LNDAGRBC1C03,13,2047,2.7890682e-05
REGION1,LNDAGRBC1C03,13,2048,2.7977852e-05
REGION1,LNDAGRBC1C03,13,2049,2.805721e-05
REGION1,LNDAGRBC1C03,19,2024,0.017773588
REGION1,LNDAGRBC1C03,19,2025,0.035685416
REGION1,LNDAGRBC1C03,19,2026,0.032111516
REGION1,LNDAGRBC1C03,19,2027,0.028523448
REGION1,LNDAGRBC1C03,19,2028,0.024944221
REGION1,LNDAGRBC1C03,19,2029,0.021370321
REGION1,LNDAGRBC1C03,19,2030,0.017796421
REGION1,LNDAGRBC1C03,19,2031,0.014232421
REGION1,LNDAGRBC1C03,19,2032,0.010658521
REGION1,LNDAGRBC1C03,19,2033,0.0070846211
REGION1,LNDAGRBC1C03,19,2034,0.0035206242
REGION1,LNDAGRBC1C03,19,2035,3.9037346e-07
REGION1,LNDAGRBC1C03,19,2036,1.3619322e-05
REGION1,LNDAGRBC1C03,19,2037,3.1129954e-06
REGION1,LNDAGRBC1C03,19,2038,2.6338739e-06
REGION1,LNDAGRBC1C03,19,2039,2.1775614e-05
REGION1,LNDAGRBC1C03,19,2040,9.6748971e-06
REGION1,LNDAGRBC1C03,19,2041,3.3824867e-06
REGION1,LNDAGRBC1C03,19,2042,8.9066679e-06
REGION1,LNDAGRBC1C03,19,2043,2.4632328e-05
REGION1,LNDAGRBC1C03,19,2044,1.8358025e-05
REGION1,LNDAGRBC1C03,19,2045,1.8011212e-05
REGION1,LNDAGRBC1C03,19,2046,1.8217689e-05
REGION1,LNDAGRBC1C03,19,2047,1.8058012e-05
REGION1,LNDAGRBC1C03,19,2048,1.8011214e-05
REGION1,LNDAGRBC1C03,19,2049,1.8311166e-05
REGION1,LNDAGRBC1C03,19,2050,5.49614e-07
REGION1,LNDAGRBC1C03,11,2020,4.6466654
REGION1,LNDAGRBC1C03,11,2021,7.7746236
REGION1,LNDAGRBC1C03,11,2022,7.7631578
REGION1,LNDAGRBC1C03,11,2023,7.833169
REGION1,LNDAGRBC1C03,11,2024,7.9611143
REGION1,LNDAGRBC1C03,11,2025,7.9706438
REGION1,LNDAGRBC1C03,11,2026,8.1380673
REGION1,LNDAGRBC1C03,11,2027,8.1607453
REGION1,LNDAGRBC1C03,11,2028,8.4202686
REGION1,LNDAGRBC1C03,11,2029,8.5877058
REGION1,LNDAGRBC1C03,11,2030,8.6367006
REGION1,LNDAGRBC1C03,11,2031,8.8304372
REGION1,LNDAGRBC1C03,11,2032,8.8303481
REGION1,LNDAGRBC1C03,11,2033,8.9415822
REGION1,LNDAGRBC1C03,11,2034,8.9774066
REGION1,LNDAGRBC1C03,11,2035,9.092105
REGION1,LNDAGRBC1C03,11,2036,9.3157812
REGION1,LNDAGRBC1C03,11,2037,9.4868299
REGION1,LNDAGRBC1C03,11,2038,9.5920834
REGION1,LNDAGRBC1C03,11,2039,9.6052366
REGION1,LNDAGRBC1C03,11,2040,9.6578729
REGION1,LNDAGRBC1C03,11,2041,9.7894561
REGION1,LNDAGRBC1C03,11,2042,9.9078693
REGION1,LNDAGRBC1C03,11,2043,10.026291
REGION1,LNDAGRBC1C03,11,2044,10.131538
REGION1,LNDAGRBC1C03,11,2045,10.236792
REGION1,LNDAGRBC1C03,11,2046,10.342053
REGION1,LNDAGRBC1C03,11,2047,10.447318
REGION1,LNDAGRBC1C03,11,2048,10.552573
REGION1,LNDAGRBC1C03,11,2049,10.644693
REGION1,LNDAGRBC1C03,11,2050,10.75
REGION1,LNDAGRBC1C03,41,2020,0.00014850037
REGION1,LNDAGRBC1C03,41,2021,0.00013860402
REGION1,LNDAGRBC1C03,41,2022,0.00011503566
REGION1,LNDAGRBC1C03,41,2023,0.00010513566
REGION1,LNDAGRBC1C03,41,2024,9.0243629e-05
REGION1,LNDAGRBC1C03,41,2025,7.3319018e-05
REGION1,LNDAGRBC1C03,41,2026,7.5289693e-05
REGION1,LNDAGRBC1C03,41,2027,6.5301188e-05
REGION1,LNDAGRBC1C03,41,2028,5.5401188e-05
REGION1,LNDAGRBC1C03,41,2029,4.5501188e-05
REGION1,LNDAGRBC1C03,41,2030,2.0874125e-05
REGION1,LNDAGRBC1C03,41,2032,-3.1858682e-08
REGION1,LNDAGRBC1C03,41,2033,-2.867811e-08
REGION1,LNDAGRBC1C03,41,2034,2.0333845e-07
REGION1,LNDAGRBC1C03,41,2035,3.4899693e-05
REGION1,LNDAGRBC1C03,41,2036,2.0022066e-05
REGION1,LNDAGRBC1C03,41,2037,1.741914e-05
REGION1,LNDAGRBC1C03,41,2038,1.5847056e-05
REGION1,LNDAGRBC1C03,41,2039,1.357052e-05
REGION1,LNDAGRBC1C03,41,2040,1.8830304e-05
REGION1,LNDAGRBC1C03,41,2041,5.5201424e-06
REGION1,LNDAGRBC1C03,41,2042,3.9032412e-06
REGION1,LNDAGRBC1C03,41,2043,1.4798909e-06
REGION1,LNDAGRBC1C03,41,2044,5.7880236e-07
REGION1,LNDAGRBC1C03,41,2045,1.1446595e-05
REGION1,LNDAGRBC1C03,41,2046,2.2650238e-05
REGION1,LNDAGRBC1C03,41,2047,1.244266e-05
REGION1,LNDAGRBC1C03,41,2049,-2.4044542e-08
REGION1,LNDAGRBC1C03,41,2050,3.8486021e-07
REGION1,LNDAGRBC1C03,43,2020,0.0033900793
REGION1,LNDAGRBC1C03,43,2021,0.0054836293
REGION1,LNDAGRBC1C03,43,2022,0.0050909453
REGION1,LNDAGRBC1C03,43,2023,0.0051010073
REGION1,LNDAGRBC1C03,43,2024,0.0049078903
REGION1,LNDAGRBC1C03,43,2025,0.0049251493
REGION1,LNDAGRBC1C03,43,2026,0.0049229687
REGION1,LNDAGRBC1C03,43,2027,0.0049333407
REGION1,LNDAGRBC1C03,43,2028,0.0049431581
REGION1,LNDAGRBC1C03,43,2029,0.0049533862
REGION1,LNDAGRBC1C03,43,2030,0.0049300041
REGION1,LNDAGRBC1C03,43,2031,0.0041686163
REGION1,LNDAGRBC1C03,43,2032,0.0043298555
REGION1,LNDAGRBC1C03,43,2033,0.0044906515
REGION1,LNDAGRBC1C03,43,2034,0.0046453131
REGION1,LNDAGRBC1C03,43,2035,0.0046791426
REGION1,LNDAGRBC1C03,43,2036,0.0046653988
REGION1,LNDAGRBC1C03,43,2037,0.0046654179
REGION1,LNDAGRBC1C03,43,2038,0.0046699832
REGION1,LNDAGRBC1C03,43,2039,0.004569683
REGION1,LNDAGRBC1C03,43,2040,0.0045641786
REGION1,LNDAGRBC1C03,43,2041,0.0045779897
REGION1,LNDAGRBC1C03,43,2042,0.0045795554
REGION1,LNDAGRBC1C03,43,2043,0.00458172
REGION1,LNDAGRBC1C03,43,2044,0.0045833248
REGION1,LNDAGRBC1C03,43,2045,0.0045713434
REGION1,LNDAGRBC1C03,43,2046,0.0043516468
REGION1,LNDAGRBC1C03,43,2047,0.0043576033
REGION1,LNDAGRBC1C03,43,2048,0.0043703432
REGION1,LNDAGRBC1C03,43,2049,0.0043710361
REGION1,LNDAGRBC1C03,43,2050,0.0043749367
REGION1,LNDAGRBC1C03,5,2020,20.072556
REGION1,LNDAGRBC1C03,5,2021,21.881926
REGION1,LNDAGRBC1C03,5,2022,21.881891
REGION1,LNDAGRBC1C03,5,2023,21.881878
REGION1,LNDAGRBC1C03,5,2024,21.881878
REGION1,LNDAGRBC1C03,5,2025,21.881856
REGION1,LNDAGRBC1C03,5,2026,21.881856
REGION1,LNDAGRBC1C03,5,2027,21.881856
REGION1,LNDAGRBC1C03,5,2035,7.669422e-07
REGION1,LNDAGRBC1C03,5,2038,7.025008e-07
REGION1,LNDAGRBC1C03,5,2040,5.8383301e-07
REGION1,LNDAGRBC1C03,5,2041,4.3728471e-07
REGION1,LNDAGRBC1C03,5,2042,4.4934429e-07
REGION1,LNDAGRBC1C03,33,2020,-4.647622e-08
REGION1,LNDAGRBC1C03,33,2021,-3.994842e-08
REGION1,LNDAGRBC1C03,33,2023,-2.0145172e-07
REGION1,LNDAGRBC1C03,33,2024,8.8713948e-07
REGION1,LNDAGRBC1C03,33,2025,-6.4853378e-08
REGION1,LNDAGRBC1C03,33,2026,2.5478784e-05
REGION1,LNDAGRBC1C03,33,2027,4.786356e-05
REGION1,LNDAGRBC1C03,33,2028,8.7684469e-05
REGION1,LNDAGRBC1C03,33,2029,9.3070094e-05
REGION1,LNDAGRBC1C03,33,2030,0.00013293952
REGION1,LNDAGRBC1C03,33,2031,0.00015551477
REGION1,LNDAGRBC1C03,33,2032,0.00016649588
REGION1,LNDAGRBC1C03,33,2033,0.0001778411
REGION1,LNDAGRBC1C03,33,2034,0.00017673088
REGION1,LNDAGRBC1C03,33,2035,4.1808557e-07
REGION1,LNDAGRBC1C03,33,2036,1.0433369e-06
REGION1,LNDAGRBC1C03,33,2037,2.2893778e-06
REGION1,LNDAGRBC1C03,33,2038,7.0916159e-06
REGION1,LNDAGRBC1C03,33,2039,1.7511409e-05
REGION1,LNDAGRBC1C03,33,2040,1.8371151e-05
REGION1,LNDAGRBC1C03,33,2041,2.69785e-05
REGION1,LNDAGRBC1C03,33,2042,2.1442776e-05
REGION1,LNDAGRBC1C03,33,2043,1.1101927e-06
REGION1,LNDAGRBC1C03,33,2044,1.2557637e-05
REGION1,LNDAGRBC1C03,33,2045,1.3493184e-05
REGION1,LNDAGRBC1C03,33,2046,1.33038e-05
REGION1,LNDAGRBC1C03,33,2047,1.6403995e-06
REGION1,LNDAGRBC1C03,33,2048,1.0176226e-05
REGION1,LNDAGRBC1C03,33,2049,1.4703221e-05
REGION1,LNDAGRBC1C03,33,2050,8.0783046e-07
REGION1,LNDAGRBC1C03,55,2020,2.23191
REGION1,LNDAGRBC1C03,55,2021,2.23191
REGION1,LNDAGRBC1C03,55,2022,2.23191
REGION1,LNDAGRBC1C03,55,2023,2.23191
REGION1,LNDAGRBC1C03,55,2024,2.23191
REGION1,LNDAGRBC1C03,55,2025,2.23191
REGION1,LNDAGRBC1C03,55,2026,2.23191
REGION1,LNDAGRBC1C03,55,2027,2.23191
REGION1,LNDAGRBC1C03,55,2028,2.23191
REGION1,LNDAGRBC1C03,55,2029,2.23191
REGION1,LNDAGRBC1C03,55,2030,2.23191
REGION1,LNDAGRBC1C03,55,2031,2.23191
REGION1,LNDAGRBC1C03,55,2032,2.23191
REGION1,LNDAGRBC1C03,55,2033,2.23191
REGION1,LNDAGRBC1C03,55,2034,2.23191
REGION1,LNDAGRBC1C03,55,2035,2.23191
REGION1,LNDAGRBC1C03,55,2036,2.23191
REGION1,LNDAGRBC1C03,55,2037,2.23191
REGION1,LNDAGRBC1C03,55,2038,2.23191
REGION1,LNDAGRBC1C03,55,2039,2.23191
REGION1,LNDAGRBC1C03,55,2040,2.23191
REGION1,LNDAGRBC1C03,55,2041,2.23191
REGION1,LNDAGRBC1C03,55,2042,2.23191
REGION1,LNDAGRBC1C03,55,2043,2.23191
REGION1,LNDAGRBC1C03,55,2044,2.23191
REGION1,LNDAGRBC1C03,55,2045,2.23191
REGION1,LNDAGRBC1C03,55,2046,2.23191
REGION1,LNDAGRBC1C03,55,2047,2.23191
REGION1,LNDAGRBC1C03,55,2048,2.23191
REGION1,LNDAGRBC1C03,55,2049,2.23191
REGION1,LNDAGRBC1C03,55,2050,2.23191
REGION1,LNDAGRBC1C03,14,2020,0.0350559
REGION1,LNDAGRBC1C03,14,2021,0.0327195
REGION1,LNDAGRBC1C03,14,2023,0.028045968
REGION1,LNDAGRBC1C03,14,2024,0.025700331
REGION1,LNDAGRBC1C03,14,2025,0.023363931
REGION1,LNDAGRBC1C03,14,2026,0.021027531
REGION1,LNDAGRBC1C03,14,2027,0.018677496
REGION1,LNDAGRBC1C03,14,2028,0.016341096
REGION1,LNDAGRBC1C03,14,2029,0.013994796
REGION1,LNDAGRBC1C03,14,2030,0.011643085
REGION1,LNDAGRBC1C03,14,2031,0.0093066846
REGION1,LNDAGRBC1C03,14,2033,0.004618829
REGION1,LNDAGRBC1C03,14,2034,0.0022824291
REGION1,LNDAGRBC1C03,14,2035,3.7381344e-08
REGION1,LNDAGRBC1C03,14,2036,-1.760947e-07
REGION1,LNDAGRBC1C03,14,2037,6.073858e-06
REGION1,LNDAGRBC1C03,14,2038,5.8717408e-07
REGION1,LNDAGRBC1C03,14,2039,9.0586845e-06
REGION1,LNDAGRBC1C03,14,2040,8.3047502e-06
REGION1,LNDAGRBC1C03,14,2041,1.5770132e-06
REGION1,LNDAGRBC1C03,14,2042,1.5177053e-05
REGION1,LNDAGRBC1C03,14,2043,9.6929535e-06
REGION1,LNDAGRBC1C03,14,2044,9.6944299e-06
REGION1,LNDAGRBC1C03,14,2045,2.5004465e-05
REGION1,LNDAGRBC1C03,14,2046,1.9693077e-05
